акриловой кислоты гексадециловый эфир	0.862	г/см³
акриловой кислоты метиловый эфир	0.9564	г/см³
акриловой кислоты нитрил	0.797	относительно воды при 4°C
акриловой кислоты этиловый эфир	0.9234	г/см³
акролеин	0.841	г/см³
актиний	10.07	г/см³
актиния бромид	5.85	г/см³
актиния оксид	9.19	г/см³
актиния сульфид	6.75	г/см³
актиния фторид	7.88	г/см³
актиния хлорид	7.81	г/см³
Алебастр	1.8	г/см³
аллетрин	1.1948	г/см³
аллилизотиоцианат	1.0126	г/см³
аллилтрихлорсилан	1.2011	относительно воды при 4°C
аллилфениловый эфир	0.9856	г/см³
Алмаз	3.5	г/см³
алмаз	3.515	г/см³
альдикарб	1.195	г/см³
алюминий	2.289	г/см³
алюминий	2.375	г/см³
алюминий	2.699	г/см³
Алюминий	2.7	г/см³
алюминия арсенат	3.25	г/см³
алюминия бромид	2.64	г/см³
алюминия бромид	3.01	г/см³
алюминия бромид гексагидрат	2.54	г/см³
алюминия гидрид	1.477	г/см³
алюминия гидроксид γ-форма	2.42	г/см³
алюминия гидроксид-оксид α-форма	3.4	г/см³
алюминия гидроксид-оксид γ-форма	3.01	г/см³
алюминия иодид	3.98	г/см³
алюминия иодид гексагидрат	2.63	г/см³
