Коровка (шоколадная начинка) 1/300 гр х11 шт (вафли)	60,61
Коровка вкус топленое молоко 1/300 гр х11 шт (вафли)	60,61
Птичье молоко 1/2,5 кг (250гр) 10 шт (карамель)	60,61
Птичье молоко 1/5 кг (250гр) 20 шт (карамель)	60,61
Банкет Elegant горький 82% какао 1/88гр. 1/20шт. (шоколад )	60,69
Пирожное песочное "Выпечкино" с повидлом 1/246 гр*10 шт ( печенье )	60,88
Петушок масляна головушка 1/25 шт/200гр 5 кг (конфеты)	60,90
Петушок масляна головушка 1/26 шт. 200 гр. (конфеты)	60,90
Круассан "крем карамель" МИНИ 12 шт. 200гр.+25%	60,98
Круассан "крем нач клубника" МИНИ 12шт. 200гр. +25%	60,98
Круассан "черешня" МИНИ 12 шт. 200 гр.+25%	60,98
Круассаны "крем+ваниль" МИНИ 1/12 шт. 200 гр.+25%	60,98
Маша и медведь шоколадно-ореховая 1/220 гр/12шт (паста)	61,00
Крошка лева со вкусом тоффи 1/18 шт 250 гр (конфеты)	61,03
Оберег Резеда 1/200 гр/20шт (конфеты)	61,08
Марсианка "Кокосовый пудинг" 1/ 15 шт. 200 гр.	61,25
Марсианка мокко 1/ 15 шт. 200 гр.	61,25
Марсианка тирамису 1/ 15 шт. 200 гр.	61,25
Марсианка три шоколада 1/ 15 шт. 200 гр.	61,25
Марсианка чизкейк 1/ 15 шт. 200 гр.	61,25
Марсианка шок-манже 1/ 15 шт. 200 гр.	61,25
Шарлет ореховый крем 1/ 15 шт. 200 гр.	61,25
Шарлет трюфель 1/ 15 шт. 200 гр.	61,25
Сумочка желаний (ж/б)	61,26
Ромашки 1/6кг 30 шт (200 гр) (конфеты)	61,38
Rafaello T4*4*16 40 г	61,39
Rafaello T4*4*16 40 г	61,39
Rafaello T4*4*16 40 г	61,39
Фрутти ди Маре 1/12 шт 45 гр. (набор) Вобро	61,45
Баранка горчичная 1/14 шт. 400 гр.	61,53
Баранка сдобная 1/14 шт. 400 гр.	61,53
Батончики с вафлями 1/15 шт. 300 гр. (конфеты)	61,58
Пирожное песочное "Выпечкино"повидло 1/240гр*10 шт ( печенье )	61,70
Домашнее на молоке (печенье) 1/10 шт. 230 гр. 740	61,72
Милка BUBBLES пористый молочный миндаль 1/20шт. 83 гр.	61,89
Лебедушка вкус Крем карамель 1/250 гр	62,04
Лебедушка вкус Крем карамель 1/250 гр	62,04
Осенний вальс 1/100 гр 1*4*20 (шоколад)	62,04
Скитлс (кисломикс) 100 гр. 1/20 шт.	62,07
Скитлс (фрукты) 100 гр. 1/20 шт.	62,07
Скитлс 2 в 1 1/100гр*20 шт (розовый)	62,07
Нектар из малины стекло 1/20шт./0,330л. (Тамара)	62,25
Зонтик со вкусом бейлиз 1/270гр 14шт ( конфеты)	62,25
Зонтик со вкусом Вишневого ликера 1/270гр 14шт ( конфеты)	62,25
Зонтик со Сгущеным молоком 1/270 СП 14шт ( конфеты)	62,26
Грильяжные Возд. нуга и мягкий грильяж 1/200 гр г 11 шт. (конфеты)	62,48
Грильяжные мягкий грильяж фас.200 гр.	62,48
Грильяжные мягкий грильяж фас.200 гр.	62,48
Terravita 70% какао с мятой 1/90гр 18шт (шоколад)	62,49
Жаклин французский зефир со вкусом клубники в шок. ф/п 1/10 шт. 277 гр.	62,60
Между нами девочками 1/110 гр.15 шт (драже)	62,62
Сообразим на троих 1/100 гр.15 шт (драже)	62,62
Антошка- картошка вк. шоколад 1/250 гр 24 шт. (конфеты)	62,66
Ирис со сгущ.молоком Тимоша (конфеты) 1/250 гр*10шт	62,66
ЧОКО БОЙ 1/15шт. 100гр.	62,70
Изд.х/булочное слоёное Пальмирки 1/350 гр.*8шт.	62,70
Семейный Ореховый 1/230гр 20шт (торт)	62,85
Семейный миндально-кокосовый 1/210гр 20шт (торт)	62,85
Милка BUBBLES пористый молочный 1/15шт. 83 (80) гр.	62,87
Слитки "Золотой стандарт" 1/2бл/16 шт. 60 гр. (0189)	62,93
Банкет Classic тёмный с цел.миндалём 1/100гр. 1/15шт. (шоколад )	63,01
Особый с дроброленным фундуком 1/90гр/4 бл/21 шт (шоколад)	63,11
Вернисаж Молочный шоколад 1/90гр 15шт	63,13
Милка молочный 1/20шт. 100гр.	63,21
Чародейка с халвой 1/28 шт. 200 гр. (конфеты)	63,30
Нива с вафельной крошкой 1/18 шт/200гр 3,6 кг (конфеты)	63,34
Постное 1/10 шт 500 гр (конфеты)	63,38
Изделие "Ореховое" воздушное 150гр./14шт. (безе)	63,44
Изделие "Хризантема" воздушное 120гр./14шт. (безе)	63,44
Алжан Халва 1/10 шт. 205 гр.	63,60
Коровка 1/250 гр 20 шт. 5 кг (конфеты)	63,69
ВНИМАНИЕ!В СПАЙКЕ 4 ШТУКИ!Тройка мол.шок.с крупными добавлениями,с дроблёным фундуком 1/90гр *4шт (плитка)	63,71
Тройка молочный с дроблёным фундуком 1/90гр 15шт (плитка)	63,71
От Красули на сливках 1/270 гр 14шт (конфеты)	63,71
Бело-розовый 1/240 гр. 1/16 шт. (зефир)	63,73
Торт Коровка (топлёное молоко) 1/200гр х 6 шт	63,80
Баранка маковая 1/500гр 12шт	63,80
Шарлет капучино 1/ 15 шт. 200 гр.	63,80
Шарлет кокос 1/ 15 шт. 200 гр.	63,80
Белочка с цельным фундуком 1/100гр. 1/15 шт. (шоколад )	63,81
Фант мякоть кокоса 1/10 шт. 200 гр.	63,84
Морской бриз 1/18 шт/300гр 5,4 кг (конфеты)	63,93
Морские у/э 1/3 кг (конфеты) 250 гр 12 шт	64,02
Морские у/э 1/6 кг (конфеты) 250 гр 24 шт	64,02
Цитрон у/э фас 1/250 гр 10шт (конфеты)	64,02
Цитрон ул.эт.фас. 250 гр	64,02
TIMI сгущёнка 1/165 гр. 1/18 шт. (конфеты )	64,04
Мармеладки в шоколаде "Шарм" 1/14шт.150 гр.	64,13
Милка молочный начинка миндаль лесн.ягоды 1/20шт. 90гр.	64,14
Милка молочный клубника и сливки двухслойный 1/20шт. 90гр.	64,14
Милка молочный с дробленным фундуком 1/20шт. 90гр.	64,14
Птичья сласть 1/10шт. 235 г ( конфеты )	64,18
Гвардейский 100 гр 1*4*13 (шоколад)	64,46
Орехи фисташковые обжаренные подсоленные фас 1/40гр 35шт (орех фас)	64,46
Милка молочный с фундуком 1/20шт. 100гр.	64,52
Пирожное бисквитное крем-какао 1/10 шт. 150 гр. Кейк бар Семейная уп.	64,53
Пирожное бисквитное с нач.клубника 1/10 шт. 150 гр.Кейк бар Семейная уп.	64,53
Аленка Хрустящая сказка 100 гр 1*6*14 (шоколад)	64,79
Аленка (миндаль) 100 гр 1*6*14 шт (шоколад)	64,79
Аленка (фундук - изюм) 1/100 гр 1*6*14 шт (шоколад)	64,79
Аленка (фундук - изюм) Т_П_1 1/100 гр 1*6*14 шт (шоколад)	64,79
Аленка (фундук - изюм) Т_П_2 1/100 гр 1*6*14 шт (шоколад)	64,79
Аленка (фундук) Т_П_1 1/100 гр 1*6*14 (шоколад)	64,79
Аленка (фундук) Т_П_2 1/100 гр 1*6*14 (шоколад)	64,79
Аленка (фундук) 1/100 гр 1*6*14 (шоколад)	64,79
Аленка с разноцветным драже 1/100гр 6*14шт	64,79
Органик нектар из ежевики с медом органик 1/033л/20шт (стекло)	64,85
Шд. Баб. горький 90 гр 1*4*14 (шоколад)	64,90
Ferrero Rocher Т 3 1/16 шт.*6бл. 37,5 г	64,94
Ferrero Rocher Т 3 1/16 шт.*6бл. 37,5 г	64,94
Ferrero Rocher Т 3 1/16 шт.*6бл. 37,5 г	64,94
Ferrero Rocher Т 3 1/16 шт.*6бл. 37,5 г	64,94
Банкет Elegant горький 82% какао 1/88гр. 1/15шт. (шоколад )	65,16
Банкет Elegant с начинкой шоколадный крем 1/88гр. /15шт. (шоколад )	65,16
Рулет "КОНТИ" Европейский" сливочный 1/220гр./12шт.	65,22
Рулет "КОНТИ" Европейский" крем-брюле 1/220гр./12шт.	65,22
Золотой ключик 1/250гр 12 шт 3кг (ирис)	65,23
Золотой ключик 1/250гр 20 шт 5кг (ирис)	65,23
Золотой ключик 1/300гр 9 шт 2,7кг (ирис)	65,23
Кис-Кис 1/250 гр 12 шт (ирис) фас	65,23
Кис-Кис 5 кг 1/250 гр 20 шт (ирис) фас	65,23
Маков цвет 1/200гр 25шт (конфеты)	65,30
Маков цвет 1/26 200гр (конфеты)	65,30
Арлетка дек. белый шок.400гр. 1/12шт. (печенье)	65,31
Арлетка дек. шокол. 400гр. 1/12шт. (печенье)	65,31
Барокко вкус Крем-карамель 1/250гр 16шт	65,34
Барокко вкус сливочно-кофейный крем 1/250гр	65,34
Кофе №2 (Арабика и Робуста) 100гр.*12шт.	65,34
Рахат-лукум с ароматом розы (розовый) 250гр.*15шт. (конфеты)	65,34
Рахат-лукум традиционный 250гр.*15шт. (конфеты)	65,34
Мешок "Новогодние дары"	65,38
Полярный 1/213 гр/9 шт (ваф.торт)	65,38
Полярный 1/213 гр/9 шт (ваф.торт)	65,38
Милка молочный изюм +фундук 1/20шт. 90гр.	65,42
Милка молочный с фундуком 1/20шт. 90гр.	65,42
Вода мин.питьевая леч.-столовая "Джермук"1/12шт./1 л.(газир.) ПЭТ	65,44
Подушечки с молочной начинкой 1/250 г 16 шт (завтрак)	65,56
Подушечки с шоколадной начинкой 1/250 г 16 шт (завтрак)	65,56
Сладкие истории со вкусом Малина со сливками . 1/210гр 12шт (бискв. пир)	65,56
Сладкие истории со вкусом Яблочный пай . 1/210гр 12шт (бискв. пир)	65,56
Бон вояж "Амаретто" 1/180гр 16шт (конфеты)	65,67
Бон вояж "Бейлиз" 1/180гр 16шт (конфеты)	65,67
Зефир.конф.Харибо Шамеллоуз Смурфики (Весёлое семейство) 1/100 гр. 30 штук	65,81
Весёлый пират 1/250г. х 15шт.(торт ваф.)	65,88
Бон вояж "Амаретто" 1/180гр 16шт (конфеты)	66,00
Ароматное классическое 1/ 2,5кг (печенье ) телев.	66,00
Буратинка 1/ 3кг (печенье ) телевизор	66,00
Солнышко 1/ 3кг (печенье ) телевизор	66,00
АКЦИЯ АЛГ-Дольки 1/12шт. 330 гр (мармелад)	66,00
Ароматное классическое 1/ 6кг (печенье )	66,00
Буратинка 1/ 6,5кг (печенье )	66,00
Солнышко 1/ 5,5кг (печенье )	66,00
Милка молочный двухслойная начинка миндаль лесн.ягоды 1/20шт. 100гр.	66,13
Шд.Баб.темный Cote_d_Ivoire с карамелизов миндалем 1/90гр 20шт (шоколад)	66,22
Шд.Баб.темный Uganda с карамелизов фундуком 1/90гр 20шт (шоколад)	66,22
Шд.Баб.темный Venezuela с кунжутом 1/90гр 20шт (шоколад)	66,22
Кр.Шапочка 1/250г. х 15шт.(торт ваф.)	66,22
Мишка косолапый медовый грильяж фас.200 гр.	66,33
Пенал Москва 1/2бл/12шт. 50гр	66,35
Пенал Молочный шоколад 1/2бл/12шт. 50гр	66,35
Пенал Постный 1/2бл/12шт. 50гр	66,35
Пенал Санкт-Петербург 1/2бл/12шт. 50гр	66,35
Ассорти Славянка Люкс 1/10 шт. 200 гр. (конфеты)	66,50
Санкт-Петербург темный с миндалем 1/90гр/4бл*21шт (плитка)	66,50
НЕСТЛЕ Молочный 1/22шт/90р (шоколад)	66,53
Миксель (вафли) 1/250 гр. 12 шт	66,57
Птичье молоко сливочное и шоколадное 1/14 шт. 220 гр. (конфеты)	66,60
Ты и Я 1/100 гр.16 шт (драже)	66,66
Батончики Ореховая роща 1/250гр 18шт. (конфеты)	66,77
Торт вафельный "Мамулин торт" 1/220гр./12 шт.	66,77
Торт вафельный с ореховым вкусом "Мамулин торт" 1/230гр./12 шт.	66,77
Торт вафельный со сгущёным молоком "Мамулин торт" 1/220гр./12 шт.	66,77
Моё обожание со вк.ванили 250гр.*14шт. ( зефир )	66,91
Моё обожание бело-розовый со вк.ванили и малины 250гр.*14шт. ( зефир )	66,91
Моё обожание со вкусом крем-брюле 250гр.*14шт. ( зефир )	66,91
Какао Золотой ярлык 1/100 гр х 18 шт	66,99
Какао Золотой ярлык 1/100 гр х 36 шт	66,99
Москвичка 1/2,5 кг (250 гр) 10 шт (карамель)	66,99
Москвичка 1/5 кг (250 гр) 20 шт (карамель)	66,99
Янтарное (С кукурузными хлопьями) 1/250 гр.*10шт. (654)	67,03
Бодрость Утро 5 злаков 1/300 гр 15шт (печенье)	67,21
Сахарный творожок 1/11 шт 500 гр (печенье)	67,21
Топленое молоко сахарное 1/14 шт 500 гр (печенье)	67,21
Агреже Грильяж-Пралине-Миндаль 1/10шт.*150гр. (конфеты)	67,42
Коровка вкус шоколад 1/250 гр 6 шт. 1,5 кг (конфеты)	67,43
Коровка вкус шоколад 1/250 гр 8 шт. 2 кг (конфеты)	67,43
Коровка молочная 1/250 гр 6 шт. 1,5 кг (конфеты)	67,43
Коровка молочная 1/250 гр 8 шт. 2 кг (конфеты)	67,43
Красный Октябрь 80% (какао) 75 гр 4*14 шт (шоколад)	67,54
Слава 1/075 гр 1 *4 *10 (шоколад)	67,54
Сказка красная шапочка 1/20шт 200 г 4 кг. ( конфеты )	67,59
Choco Fit белый шоколад+клюква и ягоды годжи 1/135гр/12шт (печенье Bogutti)	67,60
Райские облака суфле лимонное 1/ 9 шт. 200 гр.	67,63
Райские облака суфле сливочное 1/ 9 шт. 200 гр.	67,63
Райские облака суфле три шоколада 1/ 9 шт. 200 гр.	67,63
Райские облака суфле шоколадное 1/ 9 шт. 200 гр.	67,63
Люкс 100 гр 1*4*13 (шоколад)	67,65
ПАМПИНИ шоколад 1/330 гр.*1шт. (кекс)	67,95
Киви 1/6 кг (250 гр) 24 шт (конфеты)	67,98
Веселая семейка со вк. клубники (с фрукт. нач) 1/6 кг. (карамель)	67,98
Милка с цельным фундуком 1/19шт. 90гр.	67,99
Милка BUBBLES пористый с кокосом 1/15шт. 97 гр.	67,99
Милка мол. белый 1/20шт. 90гр.	67,99
Милка мол. с цельным миндалем 1/20шт. 90гр.	67,99
Kinder шоколад ШОКО БОНС 1/12шт. 46гр.	68,16
Kinder шоколад ШОКО БОНС 1/12шт. 46гр.	68,16
Kinder Сюрприз Т3 БАРБИ 1/16 шт. 60 г	68,17
Kinder Сюрприз Т3 МАША/М 1/16 шт. 60 г	68,17
Kinder Сюрприз Т3 МАША/М 1/16 шт. 60 г	68,17
Степ Золотой 1/10 шт. 250 гр.	68,19
Топлёное молоко 1/9кг ( печенье )	68,21
Оригинальные с фундуком и какао 1/200гр/10шт/2,0кг (конфеты)	68,31
Оригинальные с фундуком и какао 1/200гр/12шт/2,4кг (конфеты)	68,31
Обожайка в шок.глазури 1/12 шт./280 гр	68,35
Босс Кокос со вкусом кокоса 1/200 гр 8шт (конфеты)	68,42
Мультяшки 1/90гр .5бл.*20шт (шоколад)	68,45
Пенал Ассорти 1/2бл/12шт. 50гр	68,48
Изюм в молочном шоколаде ЛаДжули 1/24шт. 70гр.	68,75
Сушка "Малышка" с маком 1/2,5 кг. (сухари)	68,75
Шармэль Ванильная 221 гр *14 шт. (пастила)	68,79
Шармэль Клубника со сливками 221 гр*14 шт. (пастила)	68,79
Шармэль Клюквенная 221 гр*14 шт. (пастила)	68,79
Умка-КОНТИ с ирисом 1/18шт.300гр. (конфеты )	68,94
Малютка простая Русская Вязанка 1/10шт. 350гр. ( сушка )	68,97
Дружба с арахисом 1/21 шт. 250 гр (халва)	69,08
Набор из хлебных палочек и пасты Нутелла (Nutella & Go) T1x12 52гр*12шт.	69,22
Золотая лилия 200 гр. 1/18 шт. (конфеты)	69,24
Сладкие истории Зефир ван. вкусом 1/250гр 8шт (зефир) ФА	69,30
Сладкие истории Зефир с клубникой 1/250гр 8шт (зефир) ФА	69,30
Сладкие истории Зефир с клюквенными кусочками 1/250гр 8шт (зефир ) ФА	69,30
Сладкие истории Зефир со вкусом крем-брюле 1/250гр 8шт (зефир) ФА	69,30
Маркиза с курагой 1/310гр.*10 шт. (647)	69,34
Русское приволье 1/200 гр/20шт (конфеты)	69,34
Боярушка 1/24шт. 260г. ( торт )	69,36
Органик нектар из малины с медом органик 1/033л/20шт (стекло)	69,40
Романтика 1/300гр*10 шт ( печенье )	69,49
Лебедушка с начинкой Мягкий Ирис фас 1/250гр	69,52
Лебедушка с начинкой Мягкий Ирис фас 1/250гр	69,52
Ленинградские 1/200 гр/26шт (фас.)	69,53
Северная Аврора 1/200 гр/26шт (фас.)	69,53
Степ Золотой 1/10 шт. 250 гр.	69,56
Мармеладное Ассорти "Мармеландия" 1/18 шт. 255 гр	69,57
Кофе жареный молотый Арабика среднеобжаренный LEBO GOLD 1/50шт. 100гр. (для заваривания в чашке)	69,59
Буревестник фас.250 гр	69,63
Буревестник фас.250 гр	69,63
Ласточка фас.250 гр	69,63
Ласточка (фас) 1/6 кг (250 гр) 24 шт (конфеты)	69,63
Васильки 1/3кг (250 гр) 12 шт (конфеты)	69,63
Васильки 1/6 кг (250 гр) 24 шт (конфеты)	69,63
Конти Бризе 270гр. 1/20шт. (печенье сахарное )	69,63
Нямик 1/270 гр 14шт ( конфеты)	69,76
Kinder шоколад Макси 1/20 шт. 84гр. Т4	69,81
Kinder шоколад Макси 1/20 шт. 84гр. Т4	69,81
Kinder шоколад Макси 1/20 шт. 84гр. Т4	69,81
Kinder шоколад Макси 1/20 шт. 84гр. Т4	69,81
Пряники Нежность 1/12 шт. 375 гр.	69,83
Наслаждение жар.арахис+карамель 1/250 гр 8 шт.( конфеты )	69,85
Наслаждение жар.арахис+карамель и карамель 1/250 гр 8 шт.( конфеты )	69,85
Акварельки карамель леденцовая1/250 гр. 14шт ( карамель )	69,86
Вернисаж горький десертный 1/90гр/6бл*13 шт(плитка)	69,93
Река молока 1/20 шт 200 гр (конфеты)	70,05
Коровка 30% молока 1/250 гр 12 шт. 3 кг (конфеты)	70,07
Аленка в стиках (крем-брюле) 100 гр 1*4* 17 шт (шоколад)	70,18
Аленка в стиках (вар. сгущ.) 100 гр 1*4*17 (шоколад)	70,18
Аленка в стиках (с молоч. нач.) 100 гр 1*4* 17 шт (шоколад)	70,18
Аленка в стиках (со сливочно-ореховой нач.) 100 гр 1*4* 17 шт (шоколад)	70,18
Аленка в стиках 1/100 1*4*17 шт (шоколад)	70,18
Грильяж глазированный Особый 1/200 гр/26шт (фас.)	70,20
Крем-йогурт со вкусом ягод 1/18шт.240гр. (конфеты )	70,46
С ароматом меда 1/8 шт 500 гр (печенье)	70,55
Боярушка 1/24шт. 260г. ( торт )	70,57
Золотистые орешки 1/25 шт/200гр 5 кг (конфеты)	70,61
Мерлетто (Рис) УЗОРЫ 1/150гр 18 шт	70,66
Мерлетто с нугой (Вишня) и карамелью 8 МАРТА 1/150гр 18 шт	70,66
Круассан "вишня+ваниль" МИНИ 1/12 шт. 200 гр +25%	70,74
Круассан "крем вар. сгущенка" МИНИ 12 шт. 200гр.+25%	70,74
Круассан "крем какао" МИНИ 12 шт. 200 гр.+25%	70,74
Круассаны "крем какао+ваниль" МИНИ 1/12 шт. 200 гр.+25%	70,74
Круассан МИНИ "Ваниль- вишня "10 шт. 1/300 гр.	70,74
Круассан МИНИ "Вареная сгущенка "10 шт. 1/300 гр.	70,74
Круассан МИНИ "Карамель "10 шт. 1/300 гр.	70,74
Круассан МИНИ "Клубника "10 шт. 1/300 гр.	70,74
Круассан МИНИ "крем ваниль"10 шт. 1/300 гр.	70,74
Круассан МИНИ "крем какао-ваниль "10 шт. 1/300 гр.	70,74
Круассан МИНИ "крем какао"10 шт. 1/300 гр.	70,74
Круассан МИНИ "Черешня "10 шт. 1/300 гр.	70,74
Штрудель "какао" мини 12 шт. 200 гр.	70,74
Штрудель мини лесная ягода 12 шт. 200 гр.	70,74
Штрудель мини яблоко-корица 12 шт. 200 гр.	70,74
Шпек зефир.конф.Дульчия CHAMALLOWS SPECKIES 1/100гр. 30 штук	70,81
Сладкие истори с кус. клубники и темного шоколада . 1/280гр 15 шт(печенье)	70,95
Сладкие истории с кус. банана и молочн шоколада 1/280гр 15 шт(печенье)	70,95
Сладкие истории сдобное печенье с кус. слив. карам 1/300гр 15 шт(печенье)	70,95
Круассан МИДИ " крем ваниль" 3+1 шт. 65 гр. АКЦИЯ	71,02
Круассан МИДИ " крем какао" 3+1 шт. 65 гр. АКЦИЯ	71,02
Круассан МИДИ " крем фундук" 3+1 шт. 65 гр. АКЦИЯ	71,02
Круассан МИДИ "крем.вар.сгущенка" 3+1 шт. 65 гр. АКЦИЯ	71,03
Усатики-Хвостатики мол.шоколад 1/12шт.*2бл. 60гр	71,13
Овсяное фас 1/500гр 12шт (печенье)	71,17
Рахат-лукум с арахисом 250гр.*15шт. (конфеты)	71,28
Шоколадорро 1/28 шт. 103 гр. ( набор )	71,35
Корж бискв. Русский бисквит (светлый) 1/400гр 6шт	71,36
Корж бискв. Русский бисквит (темный) 1/400гр 6шт	71,36
Милка BUBBLES пористый белый фундук 1/15шт. 83 гр.	71,41
Шоко фигурки-Сердце 1/12 шт 100 гр	71,54
Бон Бон 2 в 1 Мягкая халва+ Мягкий грильяж /250гр 8шт (конфеты)	72,05
Сладкие истории с кусочками малины 1/218гр 6шт (ваф. торт)	72,05
Royal luxury 1/20 шт 200 гр (конфеты)	72,07
Angel Sweets ( нуга) 1/150гр 18 шт	72,11
Angel Sweets (какао - нуга) 1/150гр 18 шт	72,11
Angel Sweets (какао - нуга + рис) 1/150гр 18 шт	72,11
Мерлетто (Курага,нуга) 1/150гр 18 шт	72,11
Мерлетто (Курага,нуга) УЗОРЫ 1/150гр 18 шт	72,11
Мерлетто (нуга,орех) 1/150гр 18 шт	72,11
Мерлетто (нуга,орех) УЗОРЫ 1/150гр 18 шт	72,11
Мерлетто (Вишня) 1/150гр 18 шт	72,11
Мерлетто (Рис) 1/150гр 18 шт	72,11
Рure Love (Возд.рис) 1/150гр 18 шт	72,11
Рure Love (Какао - нуга возд рис ) 1/150гр 18 шт	72,11
Шд.Бабаевский горький 1/100 гр (48шт.) 4*12	72,16
Бабаевский Фирменный1/100гр 48 шт 4*12	72,16
Бабаевский оригинальный 1/100 (48шт.) 4*12	72,16
Оберег резеда 1/250 гр/16шт (конфеты)	72,43
Зефир жеват. Веселые пружинки с ароматом клубники 1/200 гр.12 шт (Лесная сказка )	72,46
Зефир жеват. Веселые пружинки с ароматом лимона 1/200 гр.12 шт (Лесная сказка )	72,46
Зефир жеват.Жгутики ароматизированные (абр) 1/200 гр.12 шт (Лесная сказка )	72,46
Зефир жеват.Мелки с ароматом земляники 1/200 гр.12 шт (Лесная сказка )	72,46
Зефир жеват.Мелки с ароматом яблока 1/200 гр.12 шт (Лесная сказка )	72,46
Зефир жеват.Мультисы 1/200 гр.12 шт (Лесная сказка )	72,46
Зефир жеват.Тучки-штучки 1/200 гр.12 шт (Лесная сказка )	72,46
Toffi Original с начинкой 1/250гр 16шт (конфеты)	72,49
Toffi Original с орешками 1/250гр 16шт (конфеты)	72,49
Минеральная вода "Боржоми" стекло1/12шт./0,33л.	72,49
Milk chocolate Молочный 1/100 гр 18шт (шоколад)	72,59
Milk chocolate Молочный НГ 1/100 гр 18шт (шоколад)	72,59
Тортюфф Медовик 1/12шт.360 гр. ( торт )	72,60
Kinder Джой Весна Т-1 1/24 шт. 20 г	72,61
Kinder Джой Герои Марвел Т-1 1/24 шт. 20 г	72,61
Kinder Джой Герои Марвел Т-1 1/24 шт. 20 г	72,61
Kinder Джой Звёздные Войны Т-1 1/24 шт. 20 г	72,61
Kinder Джой Звёздные Войны Т-1 1/24 шт. 20 г	72,61
Kinder Джой Тачки Т-1 1/24 шт. 20 г	72,61
Kinder Джой Тачки Т-1 1/24 шт. 20 г	72,61
Kinder Джой Хелло Китти Т-1 1/24 шт. 20 г	72,61
Kinder Джой Барби Т-1 1/24 шт. 20 г	72,61
Kinder Джой Принцессы Т-1 1/24 шт. 20 г	72,61
Kinder Джой 1/24 шт. 20 гр. НГ	72,61
Kinder Джой Герои Марвел Т-1 1/24 шт. 20 г	72,61
Kinder Джой Хелло Китти Т-1 1/24 шт. 20 г	72,61
Коровка сливочная тянучка 1/250 3 кг 12 шт ( конфеты )	72,71
Милка Орео 1/20шт. 100гр.	72,75
Мерлетто (Рис) 1/150гр 18 шт	72,83
Сладкие истории Зефир с черной смородиной в шок. гл 1/180гр 6шт (зефир)	72,93
Terravita 70% какао, темный с вишней 1/100гр 18шт (шоколад)	73,02
Terravita 70% какао, темный с лимоном 1/100гр 18шт (шоколад)	73,02
Новелла с желе вкус лесн. ягод 1/250гр	73,04
Novella Новелла с мягким ирисом фас 250гр 16шт	73,04
Мини-пирожные Baker House карамельные 1/10 шт. 240 гр. РКК	73,05
Мини-пирожные Baker House трюфель 1/10 шт. 240 гр. РКК	73,05
Эли молочно-шоколадные 1/10шт 206 гр	73,14
Мишка Барни ( бисквит с шок.нач.) 1/20 шт. 150 гр.( печенье )	73,27
Мишка Барни (бисквит бананово-йогурт.) 1/20 шт. 150 гр (печенье)	73,27
Мишка Барни (клубника) 1/20 шт. 150 гр.( печенье )	73,27
Мишка Барни (лесная ягода) 1/20 шт. 150 гр.( печенье )	73,27
Мишка Барни (с мол. нач.) 1/20 шт. 150 гр (печенье)	73,27
Мишка Барни сгущ.молоко 1/20 шт. 150 гр.( печенье )	73,27
Хлопья кукуруз. глаз (ТМ Хрустики) 1/370гр / 10шт (завтрак)	73,48
Дольки (Клубничный Нектар) 1/18 шт. 250 гр (мармелад)	73,57
Дольки (Фрукт. коктейль) 1/18шт. 250гр (мармелад)	73,57
Пирожные с шоколадной начинкой 1/12 шт. 150 гр. РКК Funny Bunny	73,84
Рахат-Лукум Лакомка (кубик)Тимоша 1/250 гр*12шт	73,86
Итальянские хлебцы BAKER HOUSE с отрубями,кунжутом и оливковым маслом 1/7 шт. 250 гр.	73,87
Итальянские хлебцы BAKER HOUSE с розмарином,чесноком,оливковым маслом и морской солью 1/7 шт. 250 гр.	73,87
Итальянские хлебцы BAKER HOUSE с сельдереем,семенами льна и оливковым маслом 1/7 шт. 250 гр.	73,87
Итальянские хлебцы BAKER HOUSE с семенами подсолнечника,оливковым маслом и морской солью 1/7 шт. 250 гр.	73,87
Итальянские хлебцы BAKER HOUSE с семенами тыквы,оливковым маслом и морской солью 1/7 шт. 250 гр.	73,87
Итальянские хлебцы BAKER HOUSE с томатом,орегано,оливковым маслом и морской солью 1/7 шт. 250 гр.	73,87
Рахат-лукум с орехом (фундук,мелкая нарезка)Тимоша 1/250 гр*12шт	73,88
Мамба 1*6бл.* 24шт 106 гр.	73,96
Мамба 2 в 1 1/1*6бл.*24шт 106 гр.	73,96
Мамба Тропикс 1/ 24шт 106 гр.	73,96
Сетте Грани молотый 1/50шт.100гр.	74,01
Наслаждение жар.арахис+карамель 1/250 гр 8 шт.( конфеты )	74,02
Eco-botanica Зефир с экстр каркаде и витам вк малины 1/135гр 10шт(зефир)	74,03
Шд.Баб. элитный 75% какао 100 гр 1*4*12 (48 шт.)	74,14
Шд.Баб. элитный 75% какао 100 гр 1*4*12шт , ТП	74,14
Милка c печеньем Lu biscuit 1/18шт. 87гр.	74,14
Милка c соленым крекером Mini Tuc 1/18шт. 87гр.	74,14
Шоконатка 1/270гр 14шт ( конфеты)	74,17
Солнышко с семечками 1/250 гр 2,5 кг 10 шт. (конфеты)	74,25
Солнышко с семечками 1/250 гр 3 кг 12 шт. (конфеты)	74,25
Сушка простая 1/2,5 кг. (сухари)	74,36
Нуга с арахисом и рахат-лукумомТимоша (конфеты) 1/250 гр*10шт	74,62
Ореховый (Боярушка) 1/12 шт. 230 гр (торт) 7259	74,66
Маленькое чудо сливочное 1/10 шт. 206 гр.	74,81
Маленькое чудо шоколадное 1/10 шт. 206 гр.	74,81
Птица Зимолюбка суфле 1/300гр 8шт ( конфеты)	74,90
